timestamp,latency_p99,error_rate,rps,anomaly_label
2024-02-07T18:40:00,126.07,1.528,377.8,1
2024-02-07T18:50:00,175.02,1.0635,316.6,0
2024-02-07T19:00:00,121.26,0.2841,493.3,1
2024-02-07T19:10:00,126.36,1.4408,635.8,1
2024-02-07T19:20:00,125.69,0.8115,537.9,0
2024-02-07T19:30:00,131.8,0.3152,669.7,0
2024-02-07T19:40:00,129.76,0.0,631.3,0
2024-02-07T19:50:00,128.09,1.4721,501.6,0
2024-02-07T20:00:00,160.55,0.5923,618.4,0
2024-02-07T20:10:00,145.75,0.4022,652.7,0
2024-02-07T20:20:00,152.5,1.3456,492.8,0
2024-02-07T20:30:00,133.09,1.4307,479.9,0
2024-02-07T20:40:00,142.6,0.6361,515.7,0
2024-02-07T20:50:00,123.37,1.4878,260.9,0
2024-02-07T21:00:00,130.09,2.0608,530.5,0
2024-02-07T21:10:00,119.72,1.7085,575.0,0
2024-02-07T21:20:00,100.1,1.6326,517.8,0
2024-02-07T21:30:00,137.88,1.196,538.2,0
2024-02-07T21:40:00,153.75,0.8189,499.8,1
2024-02-07T21:50:00,125.49,1.0146,304.9,0
2024-02-07T22:00:00,126.91,1.2648,671.3,0
2024-02-07T22:10:00,131.49,0.4175,468.6,0
2024-02-07T22:20:00,181.77,0.6635,444.1,0
2024-02-07T22:30:00,122.34,0.3361,642.0,1
2024-02-07T22:40:00,140.87,1.1694,604.5,0
2024-02-07T22:50:00,137.5,1.0952,534.4,0
2024-02-07T23:00:00,134.86,0.7292,584.4,0
2024-02-07T23:10:00,155.8,1.4677,392.4,0
2024-02-07T23:20:00,169.79,0.537,500.2,0
2024-02-07T23:30:00,154.22,0.7162,638.2,0
2024-02-07T23:40:00,133.89,1.4532,441.5,0
2024-02-07T23:50:00,168.25,1.5292,409.8,0
2024-02-08T00:00:00,173.68,0.6688,517.9,0
2024-02-08T00:10:00,116.17,1.1845,520.6,1
2024-02-08T00:20:00,165.86,0.681,575.6,0
2024-02-08T00:30:00,140.15,0.9736,373.4,1
2024-02-08T00:40:00,139.29,1.146,256.7,1
2024-02-08T00:50:00,136.37,1.3561,604.2,1
2024-02-08T01:00:00,109.08,1.2366,404.2,0
2024-02-08T01:10:00,107.98,1.2162,451.9,1
2024-02-08T01:20:00,167.44,0.5422,295.0,0
2024-02-08T01:30:00,133.01,1.2775,616.0,1
2024-02-08T01:40:00,157.52,1.3607,549.2,0
2024-02-08T01:50:00,121.16,1.4315,545.6,0
2024-02-08T02:00:00,114.09,0.7291,545.3,0
2024-02-08T02:10:00,161.28,1.5485,309.4,0
2024-02-08T02:20:00,131.32,0.434,417.3,0
2024-02-08T02:30:00,153.11,0.879,471.1,0
2024-02-08T02:40:00,171.5,0.9585,441.8,0
2024-02-08T02:50:00,149.27,0.4669,489.9,0
2024-02-08T03:00:00,119.94,0.9546,542.1,0
2024-02-08T03:10:00,136.27,1.2126,618.6,0
2024-02-08T03:20:00,169.52,0.1908,370.3,0
2024-02-08T03:30:00,166.64,0.9082,517.9,0
2024-02-08T03:40:00,115.14,0.2332,590.3,0
2024-02-08T03:50:00,118.54,2.13,427.2,0
2024-02-08T04:00:00,129.26,1.2174,500.7,0
2024-02-08T04:10:00,160.02,1.1759,567.1,0
2024-02-08T04:20:00,140.85,1.2309,522.0,1
2024-02-08T04:30:00,166.65,1.4189,588.7,0
2024-02-08T04:40:00,141.4,1.6076,531.1,1
2024-02-08T04:50:00,143.67,0.3386,490.9,1
2024-02-08T05:00:00,185.53,1.7773,405.2,0
2024-02-08T05:10:00,126.97,1.747,547.6,0
2024-02-08T05:20:00,170.46,1.0928,533.3,0
2024-02-08T05:30:00,165.06,1.0684,424.5,1
2024-02-08T05:40:00,146.31,0.0,582.4,0
2024-02-08T05:50:00,106.72,0.5095,651.4,0
2024-02-08T06:00:00,136.94,1.3928,459.0,0
2024-02-08T06:10:00,127.43,1.7355,452.7,0
2024-02-08T06:20:00,144.56,1.5015,449.4,0
2024-02-08T06:30:00,114.93,1.101,358.4,0
2024-02-08T06:40:00,154.66,2.1037,727.1,0
2024-02-08T06:50:00,155.57,1.6452,482.2,0
2024-02-08T07:00:00,166.18,0.9475,441.7,0
2024-02-08T07:10:00,128.25,2.2374,415.2,0
2024-02-08T07:20:00,114.48,0.6001,489.5,0
2024-02-08T07:30:00,149.9,0.4141,459.2,0
2024-02-08T07:40:00,184.53,0.9413,673.0,0
2024-02-08T07:50:00,137.91,0.7744,404.7,0
2024-02-08T08:00:00,156.6,0.9731,376.1,0
2024-02-08T08:10:00,141.38,1.5565,585.6,0
2024-02-08T08:20:00,128.27,1.1423,520.1,0
2024-02-08T08:30:00,152.67,1.157,509.0,1
2024-02-08T08:40:00,148.25,1.1924,587.6,0
2024-02-08T08:50:00,177.96,0.0087,545.8,0
2024-02-08T09:00:00,158.14,0.409,527.8,0
2024-02-08T09:10:00,151.38,0.9759,392.4,0
2024-02-08T09:20:00,163.51,0.7489,366.5,0
2024-02-08T09:30:00,127.09,1.0563,463.7,0
2024-02-08T09:40:00,121.63,1.8761,425.7,0
2024-02-08T09:50:00,145.36,1.1387,561.5,1
2024-02-08T10:00:00,157.38,0.5167,382.6,0
2024-02-08T10:10:00,133.85,0.7831,518.2,1
2024-02-08T10:20:00,161.1,2.0368,546.0,0
2024-02-08T10:30:00,177.92,1.9496,559.8,0
2024-02-08T10:40:00,176.63,1.4831,604.1,0
2024-02-08T10:50:00,190.47,0.4058,532.0,1
2024-02-08T11:00:00,139.79,1.3423,522.6,0
2024-02-08T11:10:00,137.71,1.3826,714.2,1
2024-02-08T11:20:00,148.94,1.2054,558.2,0
2024-02-08T11:30:00,152.79,0.9094,732.6,0
2024-02-08T11:40:00,158.91,1.015,558.6,1
2024-02-08T11:50:00,142.25,0.8783,590.0,0
2024-02-08T12:00:00,159.71,0.6275,596.3,0
2024-02-08T12:10:00,181.76,1.8848,633.7,1
2024-02-08T12:20:00,133.62,1.6449,569.1,1
2024-02-08T12:30:00,204.25,1.0631,621.2,1
2024-02-08T12:40:00,159.79,1.3835,765.1,0
2024-02-08T12:50:00,187.48,1.4041,717.4,0
2024-02-08T13:00:00,150.1,2.3826,728.2,0
2024-02-08T13:10:00,171.66,1.6492,488.9,1
2024-02-08T13:20:00,163.32,1.6322,505.6,0
2024-02-08T13:30:00,189.28,1.2357,645.8,0
2024-02-08T13:40:00,158.5,1.0013,701.6,1
2024-02-08T13:50:00,195.32,1.9117,573.1,0
2024-02-08T14:00:00,132.53,1.5484,555.7,0
2024-02-08T14:10:00,188.55,0.8093,765.4,0
2024-02-08T14:20:00,171.55,1.4529,695.1,0
2024-02-08T14:30:00,140.75,1.6465,732.7,0
2024-02-08T14:40:00,201.5,0.1817,583.3,1
2024-02-08T14:50:00,197.12,0.7703,575.9,0
2024-02-08T15:00:00,123.89,1.4147,713.5,0
2024-02-08T15:10:00,176.88,0.273,592.8,0
2024-02-08T15:20:00,185.33,0.354,558.5,0
2024-02-08T15:30:00,174.47,1.1037,528.7,0
2024-02-08T15:40:00,195.49,1.4865,569.4,0
2024-02-08T15:50:00,216.95,1.5115,708.5,1
2024-02-08T16:00:00,159.49,2.0356,452.1,0
2024-02-08T16:10:00,201.56,1.2874,666.4,1
2024-02-08T16:20:00,185.1,1.0618,533.1,0
2024-02-08T16:30:00,158.08,0.5963,583.4,0
2024-02-08T16:40:00,149.09,1.0595,590.2,1
2024-02-08T16:50:00,182.21,1.6075,583.2,1
2024-02-08T17:00:00,140.42,1.6319,552.1,1
2024-02-08T17:10:00,149.47,1.3897,536.8,0
2024-02-08T17:20:00,146.43,1.5328,524.6,0
2024-02-08T17:30:00,164.48,1.8993,714.1,0
2024-02-08T17:40:00,150.68,1.3006,585.1,0
2024-02-08T17:50:00,129.26,1.9485,570.4,0
2024-02-08T18:00:00,168.22,0.9033,490.5,0
2024-02-08T18:10:00,144.2,1.2319,514.6,1
2024-02-08T18:20:00,188.46,1.03,491.7,0
2024-02-08T18:30:00,149.01,1.6686,632.8,1
2024-02-08T18:40:00,171.68,0.7668,481.3,0
2024-02-08T18:50:00,157.45,1.115,332.5,1
2024-02-08T19:00:00,167.8,0.3479,563.3,0
2024-02-08T19:10:00,164.63,1.5768,530.0,0
2024-02-08T19:20:00,148.78,1.9049,499.8,0
2024-02-08T19:30:00,166.79,1.7387,649.9,0
2024-02-08T19:40:00,192.64,1.6915,285.8,0
2024-02-08T19:50:00,140.07,1.7067,717.2,0
2024-02-08T20:00:00,163.29,1.6387,665.5,0
2024-02-08T20:10:00,149.26,1.5979,497.6,0
2024-02-08T20:20:00,159.6,1.632,515.8,1
2024-02-08T20:30:00,151.49,0.9666,611.7,0
2024-02-08T20:40:00,100.8,1.1962,614.8,0
2024-02-08T20:50:00,147.04,1.3333,498.7,1
2024-02-08T21:00:00,173.87,1.1321,400.8,0
2024-02-08T21:10:00,130.43,0.5187,774.3,1
2024-02-08T21:20:00,165.28,0.6862,658.9,0
2024-02-08T21:30:00,161.37,1.4205,579.4,0
2024-02-08T21:40:00,149.71,1.7603,581.7,1
2024-02-08T21:50:00,193.94,1.3139,626.7,1
2024-02-08T22:00:00,168.5,2.6935,639.1,0
2024-02-08T22:10:00,151.62,0.8531,356.8,0
2024-02-08T22:20:00,164.79,1.5373,530.7,1
2024-02-08T22:30:00,158.18,1.9623,520.8,0
2024-02-08T22:40:00,111.16,1.8514,550.5,0
2024-02-08T22:50:00,136.92,1.6479,644.2,1
2024-02-08T23:00:00,110.67,1.8573,388.5,0
2024-02-08T23:10:00,165.78,1.3518,433.0,1
2024-02-08T23:20:00,171.96,2.1574,500.2,0
2024-02-08T23:30:00,166.09,1.9694,584.2,0
2024-02-08T23:40:00,157.04,0.9035,652.4,0
2024-02-08T23:50:00,163.45,1.4923,732.7,0
2024-02-09T00:00:00,124.86,0.5597,541.4,0
2024-02-09T00:10:00,142.81,2.0961,653.5,0
2024-02-09T00:20:00,123.07,1.4492,641.8,0
2024-02-09T00:30:00,140.18,2.0133,625.4,0
2024-02-09T00:40:00,191.66,1.2861,569.2,1
2024-02-09T00:50:00,168.15,0.4145,532.1,0
2024-02-09T01:00:00,171.1,2.6631,466.0,1
2024-02-09T01:10:00,143.56,1.4118,459.8,0
2024-02-09T01:20:00,139.49,0.848,608.0,0
2024-02-09T01:30:00,152.98,1.9229,568.3,0
2024-02-09T01:40:00,170.33,2.3698,532.6,0
2024-02-09T01:50:00,153.25,1.2525,641.1,0
2024-02-09T02:00:00,115.82,1.3059,555.0,0
2024-02-09T02:10:00,148.04,1.4764,484.1,0
2024-02-09T02:20:00,115.69,0.8038,549.2,0
2024-02-09T02:30:00,169.21,1.0158,658.3,1
2024-02-09T02:40:00,136.16,2.2539,474.3,1
2024-02-09T02:50:00,122.95,1.2987,598.0,0
2024-02-09T03:00:00,163.56,0.9479,572.0,0
2024-02-09T03:10:00,191.05,1.1425,501.8,1
2024-02-09T03:20:00,163.89,1.9068,549.0,0
2024-02-09T03:30:00,199.91,0.3843,421.6,0
2024-02-09T03:40:00,161.34,1.5014,590.1,0
2024-02-09T03:50:00,135.51,2.607,443.1,1
2024-02-09T04:00:00,159.98,2.3933,687.2,0
2024-02-09T04:10:00,162.45,1.6662,571.2,0
2024-02-09T04:20:00,177.95,2.0397,523.7,0
2024-02-09T04:30:00,154.89,2.0367,697.3,0
2024-02-09T04:40:00,154.38,1.3223,478.5,0
2024-02-09T04:50:00,130.45,1.8494,507.3,1
2024-02-09T05:00:00,156.93,2.2832,399.6,0
2024-02-09T05:10:00,153.69,0.7589,713.9,0
2024-02-09T05:20:00,129.95,1.6809,770.6,0
2024-02-09T05:30:00,146.34,1.5752,416.4,0
2024-02-09T05:40:00,160.45,1.4479,502.6,0
2024-02-09T05:50:00,161.3,1.4055,591.6,0
2024-02-09T06:00:00,118.96,1.5158,533.4,0
2024-02-09T06:10:00,143.01,1.5596,582.3,1
2024-02-09T06:20:00,153.82,1.963,574.1,1
2024-02-09T06:30:00,154.14,1.6438,627.0,0
2024-02-09T06:40:00,151.3,1.3185,490.6,0
2024-02-09T06:50:00,144.53,0.9893,606.3,0
2024-02-09T07:00:00,139.07,1.1749,475.9,0
2024-02-09T07:10:00,154.01,1.5435,546.7,1
2024-02-09T07:20:00,173.25,1.0618,414.7,1
2024-02-09T07:30:00,159.02,1.8896,548.3,1
2024-02-09T07:40:00,178.57,1.6335,531.9,0
2024-02-09T07:50:00,177.28,1.9921,683.9,0
2024-02-09T08:00:00,191.84,1.1028,584.1,1
2024-02-09T08:10:00,196.62,1.0085,602.7,0
2024-02-09T08:20:00,179.45,1.994,588.6,0
2024-02-09T08:30:00,132.99,1.4928,378.3,0
2024-02-09T08:40:00,174.46,1.3284,392.0,0
2024-02-09T08:50:00,173.47,1.7808,560.2,0
2024-02-09T09:00:00,186.37,1.7641,620.4,1
2024-02-09T09:10:00,150.29,0.8073,569.4,0
2024-02-09T09:20:00,163.98,2.1294,506.9,0
2024-02-09T09:30:00,160.68,1.2337,569.7,0
2024-02-09T09:40:00,213.25,2.2907,561.5,0
2024-02-09T09:50:00,124.15,0.7758,672.5,1
2024-02-09T10:00:00,141.85,1.6031,697.8,0
2024-02-09T10:10:00,125.83,1.3535,570.6,1
2024-02-09T10:20:00,172.42,0.4605,621.4,1
2024-02-09T10:30:00,203.01,1.7791,654.5,1
2024-02-09T10:40:00,168.33,0.4899,669.7,0
2024-02-09T10:50:00,185.07,1.3079,793.0,0
2024-02-09T11:00:00,209.52,2.0077,652.3,1
2024-02-09T11:10:00,179.5,1.1924,772.4,1
2024-02-09T11:20:00,185.62,1.0074,540.0,0
2024-02-09T11:30:00,173.49,1.8613,592.7,0
2024-02-09T11:40:00,156.44,1.3382,443.4,1
2024-02-09T11:50:00,164.2,1.2623,672.5,1
2024-02-09T12:00:00,192.23,2.1042,742.7,0
2024-02-09T12:10:00,190.69,0.8849,422.9,0
2024-02-09T12:20:00,197.44,1.2406,697.7,0
2024-02-09T12:30:00,205.41,1.9054,739.8,0
2024-02-09T12:40:00,184.07,0.8581,734.5,0
2024-02-09T12:50:00,191.43,2.3636,560.7,1
2024-02-09T13:00:00,169.27,1.3694,768.8,1
2024-02-09T13:10:00,171.68,1.9169,692.9,0
2024-02-09T13:20:00,172.75,1.9177,751.6,1
2024-02-09T13:30:00,157.51,1.4072,680.4,0
2024-02-09T13:40:00,196.88,1.2457,731.5,0
2024-02-09T13:50:00,196.24,1.4656,804.8,1
2024-02-09T14:00:00,169.36,1.8452,674.0,0
2024-02-09T14:10:00,186.81,0.9975,723.3,0
2024-02-09T14:20:00,166.71,0.891,820.3,1
2024-02-09T14:30:00,156.24,2.2365,682.5,0
2024-02-09T14:40:00,218.16,1.1289,583.7,1
2024-02-09T14:50:00,155.8,1.6752,764.4,1
2024-02-09T15:00:00,147.08,1.3989,829.9,0
2024-02-09T15:10:00,185.25,1.4229,815.8,0
2024-02-09T15:20:00,182.14,2.2189,758.9,0
2024-02-09T15:30:00,185.25,1.463,453.4,0
2024-02-09T15:40:00,215.15,1.329,624.7,0
2024-02-09T15:50:00,163.47,1.3744,630.3,0
2024-02-09T16:00:00,158.33,1.2594,673.3,0
2024-02-09T16:10:00,221.99,1.1779,838.1,1
2024-02-09T16:20:00,198.78,1.2651,561.7,0
2024-02-09T16:30:00,200.75,2.3483,894.4,0
2024-02-09T16:40:00,166.29,1.8743,632.4,0
2024-02-09T16:50:00,195.17,1.3478,594.4,0
2024-02-09T17:00:00,184.38,2.0131,728.4,0
2024-02-09T17:10:00,172.64,0.7305,736.8,0
2024-02-09T17:20:00,152.89,2.2138,709.8,0
2024-02-09T17:30:00,165.72,2.1754,568.3,0
2024-02-09T17:40:00,195.73,2.6478,695.9,1
2024-02-09T17:50:00,153.51,2.0373,542.8,1
2024-02-09T18:00:00,140.61,1.752,535.3,0
2024-02-09T18:10:00,143.65,2.1808,605.9,0
2024-02-09T18:20:00,153.23,1.2241,533.8,0
2024-02-09T18:30:00,154.13,1.3412,721.5,0
2024-02-09T18:40:00,175.91,1.5086,558.8,0
2024-02-09T18:50:00,170.32,2.227,595.0,0
2024-02-09T19:00:00,170.61,1.1165,529.5,0
2024-02-09T19:10:00,159.18,1.0653,721.7,0
2024-02-09T19:20:00,177.58,1.6664,551.7,0
2024-02-09T19:30:00,122.58,1.9088,733.0,0
2024-02-09T19:40:00,191.24,1.2003,726.0,0
2024-02-09T19:50:00,139.36,1.8889,575.0,0
2024-02-09T20:00:00,153.92,2.2398,623.0,0
2024-02-09T20:10:00,170.26,2.1576,573.0,0
2024-02-09T20:20:00,161.74,1.7359,675.4,0
2024-02-09T20:30:00,172.51,1.5158,601.8,0
2024-02-09T20:40:00,168.61,2.4308,579.9,0
2024-02-09T20:50:00,161.18,1.5725,626.7,0
2024-02-09T21:00:00,194.53,2.0368,464.3,1
2024-02-09T21:10:00,175.08,2.5477,615.3,1
2024-02-09T21:20:00,164.38,1.988,688.3,1
2024-02-09T21:30:00,173.12,1.0737,637.6,0
2024-02-09T21:40:00,141.21,0.9546,719.3,0
2024-02-09T21:50:00,201.52,1.4271,586.9,0
2024-02-09T22:00:00,140.31,1.9325,579.1,1
2024-02-09T22:10:00,165.62,1.802,513.7,0
2024-02-09T22:20:00,163.46,2.685,585.3,1
2024-02-09T22:30:00,149.7,1.8009,822.8,0
2024-02-09T22:40:00,162.91,1.4215,654.2,0
2024-02-09T22:50:00,144.03,1.0204,568.5,1
2024-02-09T23:00:00,182.35,2.1791,526.9,0
2024-02-09T23:10:00,138.46,1.5877,468.1,1
2024-02-09T23:20:00,199.61,0.8395,545.3,0
2024-02-09T23:30:00,172.5,1.6056,704.7,0
2024-02-09T23:40:00,156.32,1.0984,586.5,0
2024-02-09T23:50:00,185.85,1.3853,533.8,0
2024-02-10T00:00:00,153.17,1.6031,545.2,0
2024-02-10T00:10:00,138.79,1.1474,694.9,1
2024-02-10T00:20:00,138.35,1.3562,621.9,0
2024-02-10T00:30:00,178.9,1.2279,567.3,0
2024-02-10T00:40:00,183.99,1.2414,599.2,0
2024-02-10T00:50:00,168.16,1.096,850.6,0
2024-02-10T01:00:00,177.3,1.3586,752.0,0
2024-02-10T01:10:00,173.78,1.1527,776.9,1
2024-02-10T01:20:00,157.2,1.8933,454.8,0
2024-02-10T01:30:00,126.33,1.7004,614.9,0
2024-02-10T01:40:00,159.65,2.1974,565.5,0
2024-02-10T01:50:00,166.61,2.5434,684.4,1
2024-02-10T02:00:00,164.02,1.9387,736.0,1
2024-02-10T02:10:00,206.41,1.8248,662.6,0
2024-02-10T02:20:00,137.2,1.9702,542.8,0
2024-02-10T02:30:00,147.65,1.8333,563.9,1
2024-02-10T02:40:00,159.22,1.6251,692.1,0
2024-02-10T02:50:00,175.5,1.5853,702.0,1
2024-02-10T03:00:00,129.0,1.0892,644.1,1
2024-02-10T03:10:00,168.68,2.0195,643.0,1
2024-02-10T03:20:00,161.0,1.5844,635.0,0
2024-02-10T03:30:00,115.44,2.3248,656.9,1
2024-02-10T03:40:00,171.29,2.0576,701.6,0
2024-02-10T03:50:00,162.92,1.287,693.0,0
2024-02-10T04:00:00,150.21,2.2233,632.4,0
2024-02-10T04:10:00,138.9,0.3196,625.1,0
2024-02-10T04:20:00,175.34,2.5651,621.3,0
2024-02-10T04:30:00,197.23,0.9308,552.0,0
2024-02-10T04:40:00,163.88,1.8476,550.7,0
2024-02-10T04:50:00,114.31,1.8137,684.4,0
2024-02-10T05:00:00,167.84,2.1619,558.7,0
2024-02-10T05:10:00,157.27,1.4357,711.4,0
2024-02-10T05:20:00,135.28,0.5272,624.9,0
2024-02-10T05:30:00,180.22,1.4364,712.0,0
2024-02-10T05:40:00,173.95,1.4904,693.7,1
2024-02-10T05:50:00,142.85,0.5754,714.3,0
2024-02-10T06:00:00,124.1,1.6227,582.4,0
2024-02-10T06:10:00,127.71,1.0621,670.9,1
2024-02-10T06:20:00,143.83,1.9245,703.8,1
2024-02-10T06:30:00,153.56,1.477,474.9,0
2024-02-10T06:40:00,145.78,2.5805,800.2,1
2024-02-10T06:50:00,142.4,1.4719,856.6,0
2024-02-10T07:00:00,171.81,1.8152,724.7,0
2024-02-10T07:10:00,167.68,1.4935,710.6,1
2024-02-10T07:20:00,176.9,0.7884,688.9,0
2024-02-10T07:30:00,174.68,1.4976,597.7,0
2024-02-10T07:40:00,147.52,1.9767,619.0,0
2024-02-10T07:50:00,151.56,1.901,726.4,0
2024-02-10T08:00:00,151.45,1.4534,532.7,0
2024-02-10T08:10:00,153.01,0.8716,523.9,0
2024-02-10T08:20:00,138.12,1.9222,590.3,0
2024-02-10T08:30:00,152.66,1.8097,695.6,0
2024-02-10T08:40:00,180.23,2.0217,543.4,1
2024-02-10T08:50:00,173.08,1.4629,607.5,1
2024-02-10T09:00:00,166.93,0.7578,619.3,0
2024-02-10T09:10:00,159.44,1.8669,528.8,1
2024-02-10T09:20:00,193.66,1.5954,386.0,0
2024-02-10T09:30:00,139.2,2.2958,527.3,0
2024-02-10T09:40:00,137.7,1.6144,656.1,0
2024-02-10T09:50:00,181.29,1.5773,678.6,1
2024-02-10T10:00:00,169.45,1.8086,711.8,0
2024-02-10T10:10:00,154.48,1.3015,723.3,0
2024-02-10T10:20:00,180.82,1.2774,599.7,1
2024-02-10T10:30:00,155.84,1.5511,578.3,1
2024-02-10T10:40:00,172.72,1.1398,699.8,0
2024-02-10T10:50:00,160.69,1.4855,641.1,0
2024-02-10T11:00:00,185.33,2.5698,781.5,0
