timestamp,latency_p99,error_rate,rps
2024-01-01T17:40:00,118.21,1.256,542.4
2024-01-01T17:50:00,125.18,1.1039,584.9
2024-01-01T18:00:00,133.37,0.9052,326.5
2024-01-01T18:10:00,100.17,0.8498,494.3
2024-01-01T18:20:00,127.33,1.2142,553.4
2024-01-01T18:30:00,123.79,1.1634,531.5
2024-01-01T18:40:00,116.0,1.1474,282.3
2024-01-01T18:50:00,99.53,0.937,381.7
2024-01-01T19:00:00,125.39,0.6952,347.6
2024-01-01T19:10:00,143.8,1.0301,491.9
2024-01-01T19:20:00,138.52,1.0448,483.1
2024-01-01T19:30:00,121.68,0.7428,234.2
2024-01-01T19:40:00,145.81,0.6946,425.9
2024-01-01T19:50:00,122.33,1.14,514.1
2024-01-01T20:00:00,104.67,1.2992,461.8
2024-01-01T20:10:00,127.03,0.5752,461.7
2024-01-01T20:20:00,124.84,0.721,420.8
2024-01-01T20:30:00,145.35,0.9053,365.3
2024-01-01T20:40:00,138.21,0.946,448.6
2024-01-01T20:50:00,130.79,0.6433,454.2
2024-01-01T21:00:00,142.19,1.3651,499.2
2024-01-01T21:10:00,102.84,0.9266,505.7
2024-01-01T21:20:00,120.63,0.9594,456.9
2024-01-01T21:30:00,106.85,1.3277,537.6
2024-01-01T21:40:00,117.34,0.6653,420.0
2024-01-01T21:50:00,108.46,0.7735,334.5
2024-01-01T22:00:00,129.64,0.424,488.2
2024-01-01T22:10:00,117.74,0.7483,460.1
2024-01-01T22:20:00,103.34,0.3533,489.8
2024-01-01T22:30:00,105.43,1.0244,348.8
2024-01-01T22:40:00,128.73,0.926,593.3
2024-01-01T22:50:00,141.52,0.7169,506.8
2024-01-01T23:00:00,154.38,0.7699,427.0
2024-01-01T23:10:00,173.52,1.0284,375.2
2024-01-01T23:20:00,128.02,0.4593,536.2
2024-01-01T23:30:00,111.52,0.8613,361.9
2024-01-01T23:40:00,97.45,1.0099,630.9
2024-01-01T23:50:00,125.62,0.2653,400.9
2024-01-02T00:00:00,117.21,1.0055,587.6
2024-01-02T00:10:00,114.27,0.2978,435.2
2024-01-02T00:20:00,115.09,0.7647,576.5
2024-01-02T00:30:00,118.73,0.451,391.2
2024-01-02T00:40:00,142.09,1.2294,451.5
2024-01-02T00:50:00,126.24,0.4529,514.4
2024-01-02T01:00:00,123.22,0.3049,503.0
2024-01-02T01:10:00,112.91,0.84,538.1
2024-01-02T01:20:00,98.32,0.6759,411.0
2024-01-02T01:30:00,114.02,0.3486,456.8
2024-01-02T01:40:00,128.87,0.9577,549.9
2024-01-02T01:50:00,160.32,0.2026,393.6
2024-01-02T02:00:00,131.77,0.4891,495.8
2024-01-02T02:10:00,135.47,0.6274,432.5
2024-01-02T02:20:00,120.37,1.0407,466.5
2024-01-02T02:30:00,107.36,1.1886,456.8
2024-01-02T02:40:00,108.29,1.1308,386.9
2024-01-02T02:50:00,109.75,0.754,429.1
2024-01-02T03:00:00,157.89,0.0718,461.6
2024-01-02T03:10:00,113.08,0.9173,441.8
2024-01-02T03:20:00,133.93,1.2412,575.8
2024-01-02T03:30:00,108.89,1.1701,530.8
2024-01-02T03:40:00,134.85,0.9389,473.2
2024-01-02T03:50:00,139.07,0.4431,388.9
2024-01-02T04:00:00,120.93,0.6424,384.1
2024-01-02T04:10:00,124.08,1.3801,607.9
2024-01-02T04:20:00,114.4,0.375,369.2
2024-01-02T04:30:00,134.46,0.4556,459.1
2024-01-02T04:40:00,118.44,1.0828,478.9
2024-01-02T04:50:00,103.11,0.6707,425.1
2024-01-02T05:00:00,103.96,0.4455,369.8
2024-01-02T05:10:00,124.44,1.2584,387.2
2024-01-02T05:20:00,146.6,0.9383,406.3
2024-01-02T05:30:00,127.87,0.6855,393.2
2024-01-02T05:40:00,121.51,0.4563,556.2
2024-01-02T05:50:00,128.89,1.4142,449.3
2024-01-02T06:00:00,140.51,0.7927,408.1
2024-01-02T06:10:00,126.73,1.2192,458.6
2024-01-02T06:20:00,119.59,1.0681,503.4
2024-01-02T06:30:00,141.71,0.6437,422.4
2024-01-02T06:40:00,129.0,0.6461,522.2
2024-01-02T06:50:00,144.2,1.2339,348.3
2024-01-02T07:00:00,137.33,1.2388,543.7
2024-01-02T07:10:00,106.28,0.2369,449.3
2024-01-02T07:20:00,102.87,0.9649,446.2
2024-01-02T07:30:00,145.62,0.7636,394.6
2024-01-02T07:40:00,152.48,0.49,351.8
2024-01-02T07:50:00,121.61,0.8785,316.7
2024-01-02T08:00:00,115.56,0.3951,389.0
2024-01-02T08:10:00,141.98,0.6601,497.0
2024-01-02T08:20:00,107.06,0.5605,373.1
2024-01-02T08:30:00,107.57,0.6501,326.1
2024-01-02T08:40:00,132.19,0.7786,377.3
2024-01-02T08:50:00,119.87,0.4953,419.2
2024-01-02T09:00:00,125.59,1.272,422.4
2024-01-02T09:10:00,117.95,0.948,439.7
2024-01-02T09:20:00,127.1,1.3384,532.6
2024-01-02T09:30:00,152.02,0.752,549.9
2024-01-02T09:40:00,122.85,0.6354,610.4
2024-01-02T09:50:00,131.91,1.3275,320.0
2024-01-02T10:00:00,98.02,0.6266,404.6
2024-01-02T10:10:00,125.44,0.7465,529.0
2024-01-02T10:20:00,119.88,1.016,436.8
2024-01-02T10:30:00,108.19,0.4287,541.9
2024-01-02T10:40:00,114.53,1.0134,489.7
2024-01-02T10:50:00,122.33,0.975,599.4
2024-01-02T11:00:00,149.51,1.1808,576.8
2024-01-02T11:10:00,113.8,1.067,578.3
2024-01-02T11:20:00,138.02,1.19,460.4
2024-01-02T11:30:00,131.63,0.7669,485.6
2024-01-02T11:40:00,127.42,0.5412,469.0
2024-01-02T11:50:00,147.64,1.433,372.9
2024-01-02T12:00:00,148.22,0.342,626.2
2024-01-02T12:10:00,163.53,0.372,568.1
2024-01-02T12:20:00,148.51,0.9695,480.9
2024-01-02T12:30:00,126.33,1.2875,612.8
2024-01-02T12:40:00,141.23,0.8569,458.0
2024-01-02T12:50:00,139.95,1.0998,361.4
2024-01-02T13:00:00,142.93,0.2013,597.1
2024-01-02T13:10:00,129.52,0.6501,414.2
2024-01-02T13:20:00,140.38,0.2378,500.8
2024-01-02T13:30:00,142.0,1.0341,533.0
2024-01-02T13:40:00,175.67,0.3358,547.3
2024-01-02T13:50:00,170.47,0.4167,584.3
2024-01-02T14:00:00,129.06,0.9542,562.9
2024-01-02T14:10:00,151.8,1.1185,560.5
2024-01-02T14:20:00,119.05,0.7523,453.2
2024-01-02T14:30:00,129.85,0.9711,540.0
2024-01-02T14:40:00,144.74,0.9613,396.0
2024-01-02T14:50:00,156.12,0.7354,641.4
2024-01-02T15:00:00,130.03,0.4716,396.3
2024-01-02T15:10:00,132.16,0.9695,480.7
2024-01-02T15:20:00,104.6,0.9839,402.9
2024-01-02T15:30:00,134.63,1.0682,450.0
2024-01-02T15:40:00,120.04,0.8936,509.5
2024-01-02T15:50:00,128.04,0.4495,466.2
2024-01-02T16:00:00,121.18,1.0071,584.9
2024-01-02T16:10:00,133.88,0.7996,511.5
2024-01-02T16:20:00,105.27,0.6552,456.4
2024-01-02T16:30:00,114.96,0.7116,482.7
2024-01-02T16:40:00,165.19,0.5929,591.0
2024-01-02T16:50:00,116.36,1.0667,566.1
2024-01-02T17:00:00,113.55,0.3746,382.0
2024-01-02T17:10:00,161.41,0.502,418.6
2024-01-02T17:20:00,179.53,0.7014,511.1
2024-01-02T17:30:00,118.08,1.2841,501.4
2024-01-02T17:40:00,122.63,1.1163,389.1
2024-01-02T17:50:00,136.03,0.3077,533.0
2024-01-02T18:00:00,146.74,1.2054,378.7
2024-01-02T18:10:00,108.25,1.2048,554.3
2024-01-02T18:20:00,118.11,0.4478,492.4
2024-01-02T18:30:00,133.63,0.0436,359.4
2024-01-02T18:40:00,133.89,0.7783,407.7
2024-01-02T18:50:00,125.92,1.1367,406.3
2024-01-02T19:00:00,120.02,1.2774,462.8
2024-01-02T19:10:00,107.6,0.5388,433.7
2024-01-02T19:20:00,119.26,1.3256,358.4
2024-01-02T19:30:00,117.54,0.1316,338.5
2024-01-02T19:40:00,125.9,0.6896,493.9
2024-01-02T19:50:00,113.43,0.6748,472.9
2024-01-02T20:00:00,127.85,1.1457,458.4
2024-01-02T20:10:00,135.42,1.1895,471.7
2024-01-02T20:20:00,122.47,1.0863,400.5
2024-01-02T20:30:00,131.53,0.3948,464.7
2024-01-02T20:40:00,124.86,1.0588,653.1
2024-01-02T20:50:00,122.1,0.9527,544.0
2024-01-02T21:00:00,112.28,0.2986,426.9
2024-01-02T21:10:00,146.08,0.1799,408.1
2024-01-02T21:20:00,121.26,1.1114,221.2
2024-01-02T21:30:00,152.58,0.746,535.5
2024-01-02T21:40:00,149.56,0.4144,512.9
2024-01-02T21:50:00,126.42,0.7375,406.5
2024-01-02T22:00:00,112.91,0.9092,335.5
2024-01-02T22:10:00,106.0,0.7751,357.6
2024-01-02T22:20:00,141.77,0.3344,485.6
2024-01-02T22:30:00,125.56,1.3657,442.9
2024-01-02T22:40:00,129.64,1.1013,505.3
2024-01-02T22:50:00,100.74,0.6994,456.9
2024-01-02T23:00:00,134.35,0.7115,527.3
2024-01-02T23:10:00,134.63,0.9078,479.6
2024-01-02T23:20:00,112.22,0.4611,516.3
2024-01-02T23:30:00,115.28,0.8968,282.8
2024-01-02T23:40:00,130.12,0.4008,351.3
2024-01-02T23:50:00,125.62,0.7788,420.9
2024-01-03T00:00:00,119.21,0.4494,536.4
2024-01-03T00:10:00,125.32,0.4646,600.4
2024-01-03T00:20:00,118.33,1.2937,436.9
2024-01-03T00:30:00,131.4,0.8178,401.1
2024-01-03T00:40:00,154.2,0.8622,293.6
2024-01-03T00:50:00,86.25,0.1966,519.1
2024-01-03T01:00:00,117.5,0.6209,406.0
2024-01-03T01:10:00,122.88,0.9384,686.7
2024-01-03T01:20:00,126.92,0.8582,390.8
2024-01-03T01:30:00,114.76,0.1538,618.4
2024-01-03T01:40:00,95.95,0.8621,509.9
2024-01-03T01:50:00,137.13,0.91,367.7
2024-01-03T02:00:00,152.97,1.1851,468.6
2024-01-03T02:10:00,97.38,0.6034,511.7
2024-01-03T02:20:00,134.08,0.1274,432.0
2024-01-03T02:30:00,120.58,0.501,517.0
2024-01-03T02:40:00,134.32,0.4709,515.3
2024-01-03T02:50:00,110.73,1.021,497.7
2024-01-03T03:00:00,115.74,0.0,448.7
2024-01-03T03:10:00,141.98,0.6655,356.0
2024-01-03T03:20:00,136.54,1.2277,443.9
2024-01-03T03:30:00,150.15,0.8022,464.1
2024-01-03T03:40:00,139.93,1.0689,299.9
2024-01-03T03:50:00,156.52,0.3075,463.5
2024-01-03T04:00:00,152.4,0.3194,442.3
2024-01-03T04:10:00,129.8,1.2312,346.3
2024-01-03T04:20:00,138.07,0.8304,423.4
2024-01-03T04:30:00,116.86,0.831,425.1
2024-01-03T04:40:00,130.15,0.4646,604.4
2024-01-03T04:50:00,113.19,0.8302,467.6
2024-01-03T05:00:00,140.7,0.4562,532.9
2024-01-03T05:10:00,128.45,1.1561,440.6
2024-01-03T05:20:00,135.19,1.6183,300.1
2024-01-03T05:30:00,120.35,0.9452,503.8
2024-01-03T05:40:00,141.38,0.6095,397.3
2024-01-03T05:50:00,133.38,0.0399,423.2
2024-01-03T06:00:00,151.58,0.2947,365.8
2024-01-03T06:10:00,131.33,1.2665,455.8
2024-01-03T06:20:00,106.11,0.4912,535.2
2024-01-03T06:30:00,141.35,0.6887,524.6
2024-01-03T06:40:00,105.81,0.9966,576.9
2024-01-03T06:50:00,112.28,1.2447,588.2
2024-01-03T07:00:00,144.38,0.7401,286.3
2024-01-03T07:10:00,129.62,0.6786,354.5
2024-01-03T07:20:00,110.35,0.8215,305.3
2024-01-03T07:30:00,116.6,0.6117,500.6
2024-01-03T07:40:00,123.01,0.6279,394.6
2024-01-03T07:50:00,105.1,0.9236,410.9
2024-01-03T08:00:00,114.0,0.8556,432.7
2024-01-03T08:10:00,125.86,1.4395,480.6
2024-01-03T08:20:00,146.86,0.9317,331.2
2024-01-03T08:30:00,134.09,1.1453,349.3
2024-01-03T08:40:00,90.82,0.4786,450.1
2024-01-03T08:50:00,128.3,0.9575,545.9
2024-01-03T09:00:00,127.2,0.5831,448.0
2024-01-03T09:10:00,128.89,0.9186,386.7
2024-01-03T09:20:00,151.74,1.0066,278.1
2024-01-03T09:30:00,93.18,0.815,526.2
2024-01-03T09:40:00,111.38,1.5222,391.1
2024-01-03T09:50:00,129.33,1.2284,358.2
2024-01-03T10:00:00,104.8,1.1532,335.9
2024-01-03T10:10:00,148.46,1.0293,358.0
2024-01-03T10:20:00,132.08,1.329,396.2
2024-01-03T10:30:00,141.17,0.3689,454.0
2024-01-03T10:40:00,119.32,1.2111,376.4
2024-01-03T10:50:00,143.5,0.5026,487.9
2024-01-03T11:00:00,149.06,0.6307,473.7
2024-01-03T11:10:00,136.62,0.9684,671.1
2024-01-03T11:20:00,137.37,1.17,357.0
2024-01-03T11:30:00,135.81,0.4539,506.3
2024-01-03T11:40:00,123.72,0.6462,507.3
2024-01-03T11:50:00,135.96,0.8293,410.9
2024-01-03T12:00:00,150.93,0.7441,516.1
2024-01-03T12:10:00,148.88,1.0562,570.0
2024-01-03T12:20:00,152.46,1.8308,516.2
2024-01-03T12:30:00,127.1,0.9258,619.2
2024-01-03T12:40:00,158.89,0.5794,334.2
2024-01-03T12:50:00,159.03,0.411,441.1
2024-01-03T13:00:00,142.39,0.7024,634.5
2024-01-03T13:10:00,127.56,0.5179,589.4
2024-01-03T13:20:00,141.06,0.9403,559.7
2024-01-03T13:30:00,150.74,0.9356,615.1
2024-01-03T13:40:00,138.94,0.661,363.1
2024-01-03T13:50:00,163.21,1.3955,580.1
2024-01-03T14:00:00,156.81,0.5794,601.6
2024-01-03T14:10:00,156.19,0.7642,463.8
2024-01-03T14:20:00,148.55,0.9917,726.8
2024-01-03T14:30:00,176.73,1.0676,532.2
2024-01-03T14:40:00,140.75,1.1833,341.1
2024-01-03T14:50:00,111.48,0.9285,547.0
2024-01-03T15:00:00,162.65,1.1153,450.9
2024-01-03T15:10:00,130.1,0.6005,601.7
2024-01-03T15:20:00,139.62,1.0754,552.3
2024-01-03T15:30:00,162.52,1.0714,460.6
2024-01-03T15:40:00,115.48,1.2539,628.7
2024-01-03T15:50:00,117.92,0.2995,583.6
2024-01-03T16:00:00,108.88,0.5278,427.2
2024-01-03T16:10:00,127.47,1.0469,481.2
2024-01-03T16:20:00,149.98,0.0046,534.7
2024-01-03T16:30:00,141.22,0.9476,464.2
2024-01-03T16:40:00,138.22,1.1179,466.6
2024-01-03T16:50:00,110.4,0.6271,496.3
2024-01-03T17:00:00,92.08,0.6709,387.8
2024-01-03T17:10:00,132.98,0.4778,294.5
2024-01-03T17:20:00,139.12,0.6435,492.2
2024-01-03T17:30:00,137.67,0.6522,314.0
2024-01-03T17:40:00,140.7,0.5951,393.6
2024-01-03T17:50:00,135.72,0.5787,331.4
2024-01-03T18:00:00,133.11,0.7187,318.1
2024-01-03T18:10:00,127.4,0.7151,484.1
2024-01-03T18:20:00,130.41,1.3622,432.2
2024-01-03T18:30:00,111.83,0.6817,429.3
2024-01-03T18:40:00,118.33,0.9032,344.7
2024-01-03T18:50:00,125.88,0.6269,397.5
2024-01-03T19:00:00,135.91,0.6231,480.1
2024-01-03T19:10:00,123.7,0.2887,445.8
2024-01-03T19:20:00,143.04,0.3286,515.8
2024-01-03T19:30:00,116.48,0.4379,527.2
2024-01-03T19:40:00,118.84,0.8551,429.8
2024-01-03T19:50:00,141.3,1.1229,301.8
2024-01-03T20:00:00,94.24,0.264,389.5
2024-01-03T20:10:00,107.61,0.6353,442.2
2024-01-03T20:20:00,98.27,0.3899,387.9
2024-01-03T20:30:00,85.84,0.7207,365.6
2024-01-03T20:40:00,113.92,1.1227,455.6
2024-01-03T20:50:00,134.09,0.6659,644.4
2024-01-03T21:00:00,118.77,0.7857,410.9
2024-01-03T21:10:00,134.29,1.2366,449.8
2024-01-03T21:20:00,143.18,0.9374,345.0
2024-01-03T21:30:00,142.34,0.572,549.5
2024-01-03T21:40:00,130.25,0.8477,520.0
2024-01-03T21:50:00,143.26,0.5517,514.5
2024-01-03T22:00:00,128.26,0.9261,558.8
2024-01-03T22:10:00,114.1,0.9546,415.8
2024-01-03T22:20:00,113.3,0.3899,425.8
2024-01-03T22:30:00,103.18,0.8525,586.8
2024-01-03T22:40:00,119.1,0.7647,500.6
2024-01-03T22:50:00,125.81,0.9634,272.5
2024-01-03T23:00:00,136.62,1.0494,486.4
2024-01-03T23:10:00,147.15,0.9432,403.5
2024-01-03T23:20:00,100.84,0.709,521.9
2024-01-03T23:30:00,133.62,1.08,482.7
2024-01-03T23:40:00,108.14,0.5381,310.8
2024-01-03T23:50:00,130.93,0.4038,471.5
2024-01-04T00:00:00,118.31,0.0,466.9
2024-01-04T00:10:00,94.02,0.779,479.1
2024-01-04T00:20:00,139.51,0.5535,496.0
2024-01-04T00:30:00,112.37,0.9193,569.7
2024-01-04T00:40:00,112.82,0.2086,483.1
2024-01-04T00:50:00,105.94,0.6058,451.8
2024-01-04T01:00:00,116.04,0.9411,541.8
2024-01-04T01:10:00,132.4,0.491,629.4
2024-01-04T01:20:00,121.14,0.9228,523.2
2024-01-04T01:30:00,128.12,0.6329,466.5
2024-01-04T01:40:00,135.71,0.7902,484.6
2024-01-04T01:50:00,149.12,0.9785,470.5
2024-01-04T02:00:00,117.54,1.0858,451.5
2024-01-04T02:10:00,108.65,0.8277,623.2
2024-01-04T02:20:00,147.96,0.5558,390.1
2024-01-04T02:30:00,120.43,0.6626,542.4
2024-01-04T02:40:00,139.35,0.9911,439.9
2024-01-04T02:50:00,129.57,0.4936,331.6
2024-01-04T03:00:00,119.56,0.7466,434.9
2024-01-04T03:10:00,134.24,0.6842,406.3
2024-01-04T03:20:00,152.45,0.769,496.2
2024-01-04T03:30:00,158.55,0.4972,457.3
2024-01-04T03:40:00,128.39,0.2444,368.2
2024-01-04T03:50:00,122.7,0.9562,567.7
2024-01-04T04:00:00,146.11,1.0892,537.2
2024-01-04T04:10:00,108.29,0.2623,576.9
2024-01-04T04:20:00,126.6,0.9107,469.0
2024-01-04T04:30:00,123.68,1.125,447.1
2024-01-04T04:40:00,128.98,0.9788,506.3
2024-01-04T04:50:00,109.9,0.675,403.8
2024-01-04T05:00:00,98.53,0.517,460.4
2024-01-04T05:10:00,95.81,0.8243,435.9
2024-01-04T05:20:00,106.96,0.8743,333.1
2024-01-04T05:30:00,119.17,0.8287,460.2
2024-01-04T05:40:00,126.06,0.746,414.7
2024-01-04T05:50:00,152.1,0.4752,430.6
2024-01-04T06:00:00,139.84,0.9268,479.1
2024-01-04T06:10:00,107.98,0.9413,551.8
2024-01-04T06:20:00,126.96,0.8602,382.1
2024-01-04T06:30:00,123.18,0.8333,423.1
2024-01-04T06:40:00,116.42,1.3038,388.8
2024-01-04T06:50:00,129.08,0.6127,383.6
2024-01-04T07:00:00,131.95,1.1844,402.4
2024-01-04T07:10:00,117.89,0.5798,434.3
2024-01-04T07:20:00,149.5,1.1327,496.9
2024-01-04T07:30:00,105.09,1.17,475.6
2024-01-04T07:40:00,122.66,0.7121,365.5
2024-01-04T07:50:00,160.32,1.2983,553.5
2024-01-04T08:00:00,126.19,0.9407,525.6
2024-01-04T08:10:00,142.64,0.5368,377.9
2024-01-04T08:20:00,125.6,0.6878,547.9
2024-01-04T08:30:00,130.83,1.1398,476.2
2024-01-04T08:40:00,122.12,1.0769,437.5
2024-01-04T08:50:00,129.83,0.4826,478.6
2024-01-04T09:00:00,130.23,0.7582,447.9
2024-01-04T09:10:00,127.44,0.8611,493.6
2024-01-04T09:20:00,117.5,0.6477,465.0
2024-01-04T09:30:00,130.17,1.5073,423.0
2024-01-04T09:40:00,140.27,0.8701,287.9
2024-01-04T09:50:00,140.92,0.7815,492.2
2024-01-04T10:00:00,126.14,1.1573,443.2
2024-01-04T10:10:00,145.87,0.6904,535.3
2024-01-04T10:20:00,128.0,1.1022,511.6
2024-01-04T10:30:00,143.36,0.2997,445.3
2024-01-04T10:40:00,103.15,0.6639,554.9
2024-01-04T10:50:00,125.45,1.1147,489.5
2024-01-04T11:00:00,108.41,1.2711,506.5
2024-01-04T11:10:00,111.9,0.568,482.3
2024-01-04T11:20:00,155.06,0.5331,628.1
2024-01-04T11:30:00,165.31,0.9702,436.3
2024-01-04T11:40:00,122.33,0.6131,467.6
2024-01-04T11:50:00,110.84,0.7194,394.4
2024-01-04T12:00:00,93.88,1.0629,566.6
2024-01-04T12:10:00,130.53,0.6368,461.9
2024-01-04T12:20:00,173.14,0.2104,470.9
2024-01-04T12:30:00,143.6,0.4097,467.1
2024-01-04T12:40:00,127.49,0.803,513.5
2024-01-04T12:50:00,143.91,0.241,408.4
2024-01-04T13:00:00,119.76,0.7109,337.0
2024-01-04T13:10:00,136.18,0.3824,553.1
2024-01-04T13:20:00,140.07,1.292,347.4
2024-01-04T13:30:00,136.53,1.4495,584.8
2024-01-04T13:40:00,151.45,0.4825,641.2
2024-01-04T13:50:00,143.56,0.877,503.3
2024-01-04T14:00:00,147.84,0.5119,620.4
2024-01-04T14:10:00,134.11,0.7072,514.5
2024-01-04T14:20:00,157.3,1.341,644.4
2024-01-04T14:30:00,163.45,0.66,480.0
2024-01-04T14:40:00,124.12,0.7142,327.3
2024-01-04T14:50:00,129.68,0.5172,510.1
2024-01-04T15:00:00,158.3,1.1439,645.1
2024-01-04T15:10:00,135.46,0.0,551.3
2024-01-04T15:20:00,159.3,0.6672,467.2
2024-01-04T15:30:00,134.85,0.7862,534.8
2024-01-04T15:40:00,174.23,0.6017,586.1
2024-01-04T15:50:00,141.21,1.0591,501.6
2024-01-04T16:00:00,152.45,1.1606,703.5
2024-01-04T16:10:00,156.0,0.3764,452.0
2024-01-04T16:20:00,130.68,1.428,573.6
2024-01-04T16:30:00,117.88,0.373,554.3
2024-01-04T16:40:00,129.25,1.1866,437.4
2024-01-04T16:50:00,145.25,0.8449,459.4
2024-01-04T17:00:00,103.7,0.6489,554.5
2024-01-04T17:10:00,137.15,0.6772,484.7
2024-01-04T17:20:00,124.29,0.7899,500.1
2024-01-04T17:30:00,145.17,0.8625,342.2
2024-01-04T17:40:00,90.35,0.524,525.6
